Database,Publisher,Platform,User_Activity,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017
Oxford Scholarship Online,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxford Scholarship Online,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,71,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persée,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persée,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persée,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persée,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,69,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philosopher's Index,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,14,11,0,20,3,8,8,2,0,6,8,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philosopher's Index,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,9,106,131,292,111,116,117,79,231,326,281,171,276,588,260,430,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philosopher's Index,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,29,20,0,24,5,12,17,4,0,15,16,21,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philosopher's Index,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,16,5,40,83,232,273,537,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philosophers Index with Full Text,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,72,46,56,6,23,25,58,37,23,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philosophers Index with Full Text,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,49,13,3,175,366,296,142,106,263,169,419,140,230,96,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philosophers Index with Full Text,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,26,52,127,94,95,31,51,53,111,74,45,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philosophers Index with Full Text,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,96,1067,5437,6765,5723,4738,1894,6181,4302,6462,3872,3070,646,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PhilSci Archive,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PhilSci Archive,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PhilSci Archive,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PhilSci Archive,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,69,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primary Search,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primary Search,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,277,24,369,329,398,135,100,112,131,344,77,144,115,70,285,358,363,169,367,654,276,422,90,104,12,3,186,359,286,134,103,270,178,409,139,226,119,13,170,264,250,69,69,237,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primary Search,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primary Search,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,39,0,0,0,0,0,0,0,3,0,0,0,0,0,19,16,5,40,84,233,273,538,310,392,129,202,1037,825,701,542,268,564,444,830,326,256,276,186,799,966,1170,596,354,350,534,NA,NA,NA,NA,NA,NA,NA,NA,NA
Professional Development Collection,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,36,166,22,4,26,13,3,9,2,8,1,14,1,3,19,16,13,2,3,66,12,10,24,13,4,13,79,87,28,11,9,56,91,104,89,71,28,27,93,116,136,67,25,82,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
Professional Development Collection,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,305,45,404,338,328,139,104,160,143,348,89,163,115,81,344,397,294,186,276,852,399,512,105,118,12,3,262,339,290,135,116,283,177,462,143,250,121,14,192,272,232,82,79,245,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
Professional Development Collection,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,72,259,37,10,94,23,8,22,3,19,5,29,2,8,44,28,24,5,6,133,32,22,48,39,16,28,147,172,49,34,19,107,143,200,156,151,45,51,179,213,245,137,44,153,89,NA,NA,NA,NA,NA,NA,NA,NA,NA
Professional Development Collection,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,39,0,0,0,0,0,0,0,3,0,0,0,0,0,19,16,5,40,84,233,273,546,1264,1775,797,1076,5433,6777,5742,4752,1901,6184,4311,6473,3858,3076,1467,1500,5846,7085,7619,4151,2657,6992,6116,NA,NA,NA,NA,NA,NA,NA,NA,NA
Project MUSE,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4,0,1,10,16,2,12,39,68,50,42,12,28,21,25,29,5,4,1,6,19,23,34,20,10,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
Project MUSE,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Project MUSE,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,19,2,1,19,37,9,21,68,116,96,74,15,55,53,42,56,16,10,13,9,39,45,62,41,22,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
Project MUSE,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,83,233,273,535,1260,1772,794,1062,5388,6746,5678,4700,1882,6122,4264,6402,3824,3024,1451,1463,5723,6915,7428,4066,2620,6835,5972,NA,NA,NA,NA,NA,NA,NA,NA,NA
Project MUSE,Johns Hopkins University Press,Project MUSE,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,111,84,119,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Project MUSE,Johns Hopkins University Press,Project MUSE,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339,1744,1204,1313,563,21,21,29,181,123,202,109,48,420,213,203,41,28,17,29,127,185,177,127,40,289,151,106,98,20,42,20,146,215,153,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Project MUSE,Johns Hopkins University Press,Project MUSE,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,96,60,82,76,3,2,5,42,42,86,59,6,164,120,64,15,30,8,8,45,104,60,32,3,108,84,78,114,5,13,5,49,65,54,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Project MUSE,Johns Hopkins University Press,Project MUSE,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycARTICLES,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,2,5,13,30,39,1,11,9,83,48,10,11,8,2,33,39,63,2,4,35,141,30,9,35,4,11,76,91,94,65,29,162,181,124,79,55,14,35,76,110,234,73,21,101,106,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycARTICLES,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,281,69,409,388,354,152,135,224,281,692,120,199,129,94,648,571,544,209,364,923,782,685,106,195,15,3,301,401,409,156,139,345,282,449,194,258,121,85,230,312,362,94,104,345,103,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycARTICLES,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,3,16,48,72,116,13,27,33,178,129,37,33,21,5,85,103,155,8,12,76,302,90,15,83,9,24,140,180,193,142,61,330,340,273,147,132,27,64,143,228,483,153,49,232,258,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycARTICLES,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,40,0,0,0,0,0,0,0,3,0,0,0,0,0,19,16,5,40,69,0,0,0,950,1381,667,862,4387,5941,5021,4190,1625,5617,3853,5644,3531,2816,1190,1317,5029,6098,6468,3551,2309,6639,5575,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycBOOKS,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycBOOKS,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycBOOKS,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycBOOKS,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,69,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycCRITIQUES,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycCRITIQUES,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycCRITIQUES,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycCRITIQUES,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,71,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycheVisual,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycheVisual,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycheVisual,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycheVisual,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,69,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycINFO,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,213,156,422,1266,1440,450,340,352,1288,1620,102,68,223,271,1196,1571,1609,429,202,1109,2402,1370,93,121,31,92,1066,1254,563,341,454,1530,2019,940,463,245,114,81,1235,1154,1544,553,150,920,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycINFO,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,535,259,1221,2047,2061,977,633,687,1764,2598,299,277,300,173,2184,2198,2156,765,774,2002,3205,2127,221,324,86,66,1279,1730,1269,662,654,2168,2416,1703,883,515,276,169,1536,1570,1990,738,248,1320,1192,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycINFO,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,390,337,753,2127,2568,953,615,691,2402,2945,184,113,310,373,1913,2602,2688,772,378,1797,4292,2386,159,229,60,148,1870,2076,989,616,674,2515,3241,1613,815,419,208,148,2028,2006,2677,995,281,1674,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsycINFO,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,39,0,0,0,0,0,0,0,3,0,0,0,0,0,19,16,5,40,71,0,0,0,949,1377,664,864,4393,5939,5034,4200,1626,5606,3850,5647,3527,2816,1189,1316,5040,6096,6461,3555,2312,6625,5563,NA,NA,NA,NA,NA,NA,NA,NA,NA
Public Information Online,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Public Information Online,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Public Information Online,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Public Information Online,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,69,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Publications New Zealand Metadata,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Publications New Zealand Metadata,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Publications New Zealand Metadata,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Publications New Zealand Metadata,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,71,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Publisher Provided Full Text Searching File,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,11,15,39,59,27,14,128,225,197,133,66,230,158,245,123,136,48,56,276,326,386,136,82,296,266,NA,NA,NA,NA,NA,NA,NA,NA,NA
Publisher Provided Full Text Searching File,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Publisher Provided Full Text Searching File,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,17,24,83,119,70,29,228,371,345,273,96,428,304,419,234,257,107,120,488,614,681,269,178,570,479,NA,NA,NA,NA,NA,NA,NA,NA,NA
Publisher Provided Full Text Searching File,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,85,233,273,563,1269,1794,806,1079,5511,6837,5831,4783,1908,6266,4357,6536,3897,3080,1471,1517,5910,7157,7698,4177,2675,7048,6171,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2 Digital Library,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2 Digital Library,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2 Digital Library,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2 Digital Library,EBSCO,EBSCOhost,Searches-federated and automated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,16,5,40,69,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RACO,EBSCO,EBSCOhost,Record Views,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RACO,EBSCO,EBSCOhost,Regular Searches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RACO,EBSCO,EBSCOhost,Result Clicks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
