Database,Publisher,User_Activity,2013 S2 (Summer),2013 S3 (Fall),2014 S1 (Spring),2014 S2 (Summer),2014 S3 (Fall),2015 S1 (Spring),2015 S2 (Summer),2015 S3 (Fall),2016 S1 (Spring),2016 S2 (Summer),2016 S3 (Fall),2017 S1 (Spring)
USPTO Patent Grants,EBSCO,Regular Searches,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
USPTO Patent Grants,EBSCO,Result Clicks,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
USPTO Patent Grants,EBSCO,Searches-federated and automated,NA,NA,NA,0,80,69,0,0,NA,NA,NA,NA
World Book,EBSCO,Record Views,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
World Book,EBSCO,Regular Searches,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
World Book,EBSCO,Result Clicks,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
World Book,EBSCO,Searches-federated and automated,NA,NA,NA,0,80,69,0,0,NA,NA,NA,NA
World History in Video,Alexander Street Press,Record Views,0,0,19,15,84,20,3,54,13,7,102,NA
World History in Video,Alexander Street Press,Regular Searches,0,0,9,73,105,49,10,16,38,28,88,NA
World History in Video,Alexander Street Press,Result Clicks,0,0,2,15,33,10,0,6,1,0,8,NA
World History in Video,Alexander Street Press,Searches-federated and automated,0,0,0,0,0,0,0,0,0,0,0,NA
